DetectionID,Timestamp,Zone,DwellTime_s,EngagementScore,AI_Confidence
ANON-2c423c,2026-02-27 19:27:21,High-Conv,252.84,68.9,0.87
ANON-f8fcda,2026-02-27 19:31:12,Checkout,116.27,60.96,0.96
ANON-c4beaa,2026-02-27 19:31:21,High-Conv,172.86,71.08,0.94
ANON-003894,2026-02-27 19:33:59,High-Conv,505.92,100.0,0.92
ANON-3a0bc1,2026-02-27 19:34:55,Entrance,44.13,49.07,0.81
ANON-f5427f,2026-02-27 19:36:26,Checkout,12765.57,32.4106291340825,0.91
ANON-7292de,2026-02-27 19:36:39,Checkout,107.18,62.86,0.85
ANON-5555e6,2026-02-27 19:40:06,Entrance,50.52,43.36,0.8
ANON-ce7aea,2026-02-27 19:41:50,Entrance,27.99,49.59,0.84
ANON-b84dec,2026-02-27 19:42:45,Checkout,67.56,49.97,0.99
ANON-a657fe,2026-02-27 19:45:47,Checkout,131.47,56.77,0.96
ANON-f89570,2026-02-27 19:45:57,Checkout,199.51,77.84,0.96
ANON-3cd92a,2026-02-27 19:46:14,Checkout,201.17,63.16,0.96
ANON-8452f6,2026-02-27 19:49:30,Entrance,39.94,49.49,0.8
ANON-2de61e,2026-02-27 19:55:13,Entrance,33.49,38.95,0.85
ANON-298162,2026-02-27 19:56:47,Checkout,113.37,66.07,0.95
ANON-176326,2026-02-27 20:01:45,Entrance,31.37,36.21,0.78
ANON-7a7cc9,2026-02-27 20:03:16,Checkout,14073.41,31.979151024255234,0.87
ANON-37470b,2026-02-27 20:03:55,High-Conv,209.83,77.16,0.85
ANON-f2454d,2026-02-27 20:08:30,High-Conv,176.47,69.91,0.9
ANON-12a181,2026-02-27 20:17:26,Entrance,24.02,40.28,0.77
ANON-8a9284,2026-02-27 20:18:17,Entrance,43.89,54.84,0.77
ANON-6c5b50,2026-02-27 20:20:01,Entrance,30.36,42.34,0.69
ANON-c3b62f,2026-02-27 20:20:48,High-Conv,362.3,89.8,0.89
ANON-35c40b,2026-02-27 20:23:57,Entrance,38.68,42.81,0.72
ANON-d02507,2026-02-27 20:25:29,Checkout,65.33,61.38,0.99
ANON-de5782,2026-02-27 20:28:24,High-Conv,278.57,89.44,0.91
ANON-08c28c,2026-02-27 20:33:10,Entrance,27.05,34.26,0.87
ANON-eed9fc,2026-02-27 20:33:32,High-Conv,310.41,78.43,0.9
ANON-6f52fc,2026-02-27 20:36:02,Entrance,27.21,38.11,0.81
ANON-7ea40e,2026-02-27 20:39:45,High-Conv,256.58,71.9,0.97
ANON-e260be,2026-02-27 20:40:04,Checkout,85.58,49.15,0.93
ANON-bb7328,2026-02-27 20:41:43,Checkout,97.76,56.55,0.92
ANON-032c4d,2026-02-27 20:42:07,Checkout,117.08,62.07,0.98
ANON-adc97d,2026-02-27 20:43:14,Checkout,22.85,36.01,0.91
ANON-54cc6e,2026-02-27 20:44:42,High-Conv,264.38,84.01,0.9
ANON-c302fb,2026-02-27 20:45:36,Checkout,72.28,56.04,0.97
ANON-8e2e6f,2026-02-27 20:46:51,Checkout,123.34,69.51,0.98
ANON-b1f9de,2026-02-27 20:49:06,High-Conv,128.95,54.02,0.86
ANON-11d724,2026-02-27 20:49:24,High-Conv,254.39,76.77,0.86
ANON-a37816,2026-02-27 20:49:36,High-Conv,353.8,83.58,0.91
ANON-b3694e,2026-02-27 20:51:30,High-Conv,118.44,70.21,0.93
ANON-70b743,2026-02-27 20:54:53,Checkout,75.78,54.04,0.99
ANON-ebac56,2026-02-27 20:55:14,Checkout,5.0,20.81,0.86
ANON-2a874e,2026-02-27 20:57:19,High-Conv,335.29,80.7,0.92
ANON-31a7d9,2026-02-27 20:59:26,High-Conv,395.75,89.67,0.92
ANON-5fdb0f,2026-02-27 20:59:31,Checkout,47.8,34.6,0.86
ANON-fd4039,2026-02-27 21:04:02,High-Conv,481.43,100.0,0.93
ANON-79d7b2,2026-02-27 21:05:26,High-Conv,345.01,91.21,0.87
ANON-25d458,2026-02-27 21:06:03,High-Conv,565.93,96.96,0.87
ANON-ed921c,2026-02-27 21:08:20,High-Conv,488.65,93.37,0.93
ANON-259211,2026-02-27 21:11:08,High-Conv,209.06,74.25,0.97
ANON-0436b4,2026-02-27 21:17:25,Entrance,25.24,44.34,0.78
ANON-5f8e2b,2026-02-27 21:19:02,Entrance,22.84,40.18,0.69
ANON-7c6944,2026-02-27 21:19:54,High-Conv,122.84,73.14,0.91
ANON-553c40,2026-02-27 21:21:07,Checkout,191.01,76.61,0.93
ANON-741c1b,2026-02-27 21:21:54,High-Conv,236.66,79.9,0.88
ANON-b7dffc,2026-02-27 21:23:37,High-Conv,467.31,97.92,0.92
ANON-c11838,2026-02-27 21:25:55,Entrance,19.35,36.36,0.86
ANON-2820b1,2026-02-27 21:27:36,Checkout,104.61,67.8,0.97
ANON-6f284e,2026-02-27 21:31:16,Entrance,13.59,32.12,0.67
ANON-5338a0,2026-02-27 21:33:16,Entrance,39.18,46.28,0.69
ANON-219f28,2026-02-27 21:38:00,Entrance,24.18,35.86,0.86
ANON-a89890,2026-02-27 21:39:15,Entrance,24.1,44.63,0.69
ANON-8ce146,2026-02-27 21:39:54,High-Conv,523.88,100.0,0.87
ANON-ae0daf,2026-02-27 21:41:36,High-Conv,330.07,80.89,0.92
ANON-78b780,2026-02-27 21:45:56,Entrance,35.41,54.9,0.85
ANON-b22c3c,2026-02-27 21:47:12,Checkout,118.4,71.65,0.93
ANON-4b5981,2026-02-27 21:47:29,Checkout,200.69,74.77,0.87
ANON-46dc30,2026-02-27 21:48:44,High-Conv,437.28,97.99,0.88
ANON-049653,2026-02-27 21:51:52,High-Conv,176.03,81.57,0.85
ANON-f89ce9,2026-02-27 21:52:13,Checkout,116.73,64.64,0.91
ANON-6a1026,2026-02-27 21:52:25,Checkout,118.49,64.49,0.9
ANON-8e3821,2026-02-27 21:52:48,Entrance,19.88,44.22,0.66
ANON-0d2824,2026-02-27 21:53:51,High-Conv,283.02,80.31,0.88
ANON-f470aa,2026-02-27 21:53:57,Checkout,68.37,52.2,0.98
ANON-8b525c,2026-02-27 22:04:11,Entrance,51.08,48.85,0.71
ANON-4ea88b,2026-02-27 22:08:04,Checkout,172.64,72.53,0.95
ANON-0138e4,2026-02-27 22:09:52,Checkout,89.75,70.29,0.92
ANON-56e867,2026-02-27 22:10:45,High-Conv,493.89,87.98,0.94
ANON-33ed73,2026-02-27 22:11:27,High-Conv,565.32,97.33,0.88
ANON-7c22a9,2026-02-27 22:13:49,Checkout,87.96,62.65,0.9
ANON-888136,2026-02-27 22:14:51,High-Conv,286.73,76.88,0.87
ANON-79d156,2026-02-27 22:19:18,High-Conv,314.76,86.08,0.91
ANON-297ed9,2026-02-27 22:21:26,High-Conv,158.32,68.5,0.92
ANON-8760f0,2026-02-27 22:22:27,Entrance,36.45,51.91,0.81
ANON-b58e63,2026-02-27 22:23:28,High-Conv,301.77,91.83,0.97
ANON-48fa4a,2026-02-27 22:26:12,High-Conv,393.39,90.95,0.87
ANON-e260a0,2026-02-27 22:27:09,High-Conv,401.65,92.87,0.96
ANON-1766fc,2026-02-27 22:32:38,Entrance,41.43,43.19,0.88
ANON-0a2fff,2026-02-27 22:34:43,Checkout,149.88,66.99,0.89
ANON-857d6d,2026-02-27 22:35:45,High-Conv,169.92,68.35,0.92
ANON-af941f,2026-02-27 22:40:23,Checkout,10367.1,21.10113055858194,0.91
ANON-4fc161,2026-02-27 22:41:04,Checkout,149.51,63.44,0.89
ANON-57c30f,2026-02-27 22:43:51,Entrance,38.4,28.97,0.83
ANON-870ee5,2026-02-27 22:45:58,High-Conv,157.11,65.49,0.93
ANON-556de9,2026-02-27 22:46:14,Checkout,171.24,70.37,0.92
ANON-42e9cd,2026-02-27 22:51:03,Checkout,150.89,56.63,0.96
ANON-59de65,2026-02-27 22:51:32,Checkout,8264.44,31.670053452019197,0.97
ANON-ab94a5,2026-02-27 22:56:25,Checkout,218.97,78.71,0.86
ANON-09763e,2026-02-27 22:57:33,High-Conv,318.07,83.71,0.99
ANON-c358a5,2026-02-27 22:57:50,High-Conv,141.52,60.08,0.93
ANON-650bb4,2026-02-27 23:01:59,Entrance,24.54,47.16,0.68
ANON-ef082c,2026-02-27 23:04:36,High-Conv,313.71,79.09,0.92
ANON-e65945,2026-02-27 23:07:52,High-Conv,235.88,79.44,0.97
ANON-d44f5e,2026-02-27 23:09:06,High-Conv,310.57,90.11,0.86
ANON-365d43,2026-02-27 23:10:11,High-Conv,218.06,68.26,0.94
ANON-3835fc,2026-02-27 23:11:25,Checkout,174.09,65.71,0.94
ANON-aca6bb,2026-02-27 23:18:21,High-Conv,372.09,89.67,0.88
ANON-afa8a2,2026-02-27 23:19:16,Checkout,149.05,66.01,0.94
ANON-b4dca9,2026-02-27 23:22:36,Checkout,178.22,62.85,0.86
ANON-b62109,2026-02-27 23:24:13,Checkout,107.22,57.99,0.95
ANON-56f351,2026-02-27 23:27:41,Checkout,123.96,66.44,0.97
ANON-5537eb,2026-02-27 23:29:39,Checkout,6885.03,21.920146790132716,0.89
ANON-d734ff,2026-02-27 23:36:32,High-Conv,517.8,93.84,0.93
ANON-d564e7,2026-02-27 23:36:38,Entrance,15.77,37.21,0.85
ANON-1ff524,2026-02-27 23:41:40,Entrance,38.19,36.8,0.85
ANON-cd644e,2026-02-27 23:45:23,High-Conv,398.12,83.24,0.86
ANON-5a8334,2026-02-27 23:45:42,High-Conv,453.68,97.9,0.97
ANON-afac1f,2026-02-27 23:51:19,High-Conv,326.63,87.39,0.93
ANON-8762fd,2026-02-27 23:53:10,Checkout,98.06,68.93,0.87
ANON-6bce1e,2026-02-27 23:54:00,Entrance,20.23,33.11,0.78
ANON-223200,2026-02-27 23:54:05,Checkout,85.05,53.77,0.96
ANON-4f1bf8,2026-02-27 23:56:24,Checkout,121.52,66.78,0.97
ANON-81918f,2026-02-27 23:59:04,Checkout,85.21,61.4,0.87
ANON-4801f1,2026-02-28 00:00:48,High-Conv,289.88,72.23,0.96
ANON-fc3dd3,2026-02-28 00:05:25,Checkout,88.76,57.6,0.88
ANON-d15516,2026-02-28 00:06:25,High-Conv,221.03,82.56,0.86
ANON-2a4388,2026-02-28 00:08:55,High-Conv,465.86,94.1,0.99
ANON-66d28f,2026-02-28 00:09:17,High-Conv,41.66,50.91,0.88
ANON-fac1c6,2026-02-28 00:17:46,Entrance,25.89,37.38,0.81
ANON-e3bf9d,2026-02-28 00:20:40,Checkout,84.36,47.95,0.98
ANON-5bfa8e,2026-02-28 00:24:24,Entrance,31.82,47.38,0.84
ANON-dcb507,2026-02-28 00:25:26,Entrance,36.49,34.65,0.67
ANON-523559,2026-02-28 00:26:03,Entrance,28.73,42.52,0.81
ANON-079dad,2026-02-28 00:27:22,Entrance,49.02,49.63,0.78
ANON-fefeb8,2026-02-28 00:28:35,High-Conv,349.71,90.93,0.87
ANON-d5fc0e,2026-02-28 00:29:58,High-Conv,470.53,97.44,0.9
ANON-88ef46,2026-02-28 00:33:56,High-Conv,172.94,70.55,0.94
ANON-ef6fcc,2026-02-28 00:36:50,Entrance,19.26,38.68,0.82
ANON-abad1b,2026-02-28 00:37:34,Checkout,53.97,56.02,0.88
ANON-376831,2026-02-28 00:37:58,High-Conv,317.66,84.8,0.87
ANON-66ccc0,2026-02-28 00:42:19,High-Conv,270.98,70.98,0.95
ANON-53b1a3,2026-02-28 00:46:01,High-Conv,470.74,100.0,0.88
ANON-59cb64,2026-02-28 00:46:13,Entrance,27.73,43.4,0.66
ANON-76067b,2026-02-28 00:49:02,Entrance,29.31,33.13,0.82
ANON-8f3360,2026-02-28 00:50:22,Checkout,117.03,62.78,0.97
ANON-de5f45,2026-02-28 00:51:17,Checkout,177.24,72.15,0.98
ANON-b259c5,2026-02-28 00:52:11,High-Conv,333.54,79.02,0.91
ANON-dc9fa1,2026-02-28 00:53:47,Entrance,33.66,46.82,0.77
ANON-44cfd6,2026-02-28 00:55:12,High-Conv,381.0,85.33,0.95
ANON-80b999,2026-02-28 01:03:28,Entrance,12.5,36.49,0.81
ANON-d8df83,2026-02-28 01:04:24,High-Conv,204.92,81.86,0.86
ANON-8f3966,2026-02-28 01:06:07,High-Conv,393.42,92.48,0.92
ANON-ee53db,2026-02-28 01:07:33,High-Conv,173.11,70.86,0.86
ANON-4413ff,2026-02-28 01:13:35,High-Conv,409.77,92.82,0.92
ANON-3f514c,2026-02-28 01:17:48,Checkout,163.23,72.54,0.91
ANON-96f626,2026-02-28 01:18:18,Entrance,50.5,45.13,0.71
ANON-a5a164,2026-02-28 01:19:07,Entrance,30.22,41.39,0.65
ANON-5d8eed,2026-02-28 01:20:32,Entrance,12.76,35.29,0.8
ANON-1e67cd,2026-02-28 01:21:31,High-Conv,346.95,84.79,0.98
ANON-1fb0dc,2026-02-28 01:21:54,High-Conv,177.05,63.61,0.99
ANON-315fae,2026-02-28 01:25:43,High-Conv,130.61,69.5,0.98
ANON-0723bc,2026-02-28 01:26:38,High-Conv,162.47,82.68,0.9
ANON-9b16cb,2026-02-28 01:26:56,Checkout,101.95,56.97,0.9
ANON-5b5dff,2026-02-28 01:29:34,Checkout,12774.41,36.41616126688467,0.89
ANON-100db5,2026-02-28 01:33:23,Checkout,25.69,42.55,0.95
ANON-f873f1,2026-02-28 01:34:22,Checkout,181.08,71.15,0.9
ANON-d5db99,2026-02-28 01:34:40,Checkout,5573.38,20.43024389708354,0.96
ANON-b8f2b3,2026-02-28 01:36:15,Checkout,131.23,70.32,0.87
ANON-7514c9,2026-02-28 01:39:04,Entrance,31.62,40.86,0.81
ANON-550837,2026-02-28 01:41:42,Checkout,128.4,59.01,0.94
ANON-77e693,2026-02-28 01:44:27,Entrance,45.77,53.46,0.69
ANON-669a21,2026-02-28 01:47:07,Checkout,82.08,67.41,0.96
ANON-92d0fb,2026-02-28 01:47:48,Checkout,119.98,64.37,0.91
ANON-fb0317,2026-02-28 01:49:40,Entrance,28.25,43.65,0.84
ANON-198ffc,2026-02-28 01:52:47,High-Conv,376.14,90.53,0.85
ANON-789106,2026-02-28 01:54:24,Entrance,28.27,39.77,0.68
ANON-07ba93,2026-02-28 01:55:25,High-Conv,413.75,95.54,0.95
ANON-aaf17e,2026-02-28 01:58:29,Checkout,98.55,63.02,0.94
ANON-98c645,2026-02-28 02:03:18,Entrance,40.81,42.79,0.87
ANON-d66628,2026-02-28 02:05:15,Checkout,168.16,76.88,0.98
ANON-02d76c,2026-02-28 02:07:37,High-Conv,277.06,81.99,0.88
ANON-bd1bdc,2026-02-28 02:10:15,High-Conv,216.7,73.54,0.92
ANON-eb7af2,2026-02-28 02:12:43,High-Conv,344.06,89.18,0.9
ANON-c789eb,2026-02-28 02:14:48,High-Conv,256.07,77.14,0.9
ANON-3c7ef2,2026-02-28 02:16:50,High-Conv,290.69,80.35,0.91
ANON-8a0430,2026-02-28 02:17:09,High-Conv,339.11,77.81,0.94
ANON-618584,2026-02-28 02:17:41,Checkout,127.52,59.84,0.87
ANON-ce5f38,2026-02-28 02:22:30,High-Conv,154.33,70.78,0.86
ANON-d4a774,2026-02-28 02:25:22,Checkout,148.51,69.24,0.91
ANON-0095ee,2026-02-28 02:26:34,Checkout,126.07,72.28,0.86
ANON-7aef4e,2026-02-28 02:28:00,Entrance,50.91,49.28,0.73
ANON-6e4baf,2026-02-28 02:33:15,Checkout,23.17,35.39,0.91
ANON-d9ef26,2026-02-28 02:35:00,Checkout,74.72,54.6,0.99
ANON-18dc54,2026-02-28 02:35:07,Entrance,5.0,30.01,0.78
ANON-892c4b,2026-02-28 02:35:36,High-Conv,111.88,52.3,0.94
ANON-a383fd,2026-02-28 02:43:00,Checkout,125.36,65.74,0.89
ANON-d62e94,2026-02-28 02:49:50,Checkout,43.1,41.05,0.89
ANON-7e4bb4,2026-02-28 02:50:09,Checkout,153.74,65.8,0.97
ANON-b26451,2026-02-28 02:50:39,High-Conv,252.76,85.91,0.96
ANON-66cafe,2026-02-28 02:52:56,High-Conv,421.11,100.0,0.86
ANON-849e4d,2026-02-28 02:55:11,High-Conv,351.67,88.6,0.9
ANON-a3de85,2026-02-28 02:55:27,Entrance,30.41,49.68,0.84
ANON-1409c4,2026-02-28 02:56:18,Entrance,38.35,44.72,0.7
ANON-782a9b,2026-02-28 02:57:53,Checkout,57.36,49.82,0.95
ANON-0cc0f5,2026-02-28 03:04:18,Entrance,40.03,36.06,0.73
ANON-0ca018,2026-02-28 03:04:41,Checkout,127.83,67.94,0.89
ANON-fbec43,2026-02-28 03:08:10,Checkout,113.56,60.69,0.94
ANON-e9e369,2026-02-28 03:14:06,Checkout,223.38,75.02,0.86
ANON-18e6cd,2026-02-28 03:15:08,High-Conv,354.15,82.8,0.97
ANON-0ff1bb,2026-02-28 03:15:11,High-Conv,287.95,80.39,0.93
ANON-322063,2026-02-28 03:16:50,High-Conv,197.84,71.51,0.97
ANON-8b7dc4,2026-02-28 03:17:54,Entrance,24.77,33.16,0.87
ANON-9cd16d,2026-02-28 03:20:04,High-Conv,237.57,70.3,0.92
ANON-184422,2026-02-28 03:21:19,High-Conv,344.23,77.99,0.91
ANON-00e752,2026-02-28 03:21:55,High-Conv,293.19,78.28,0.96
ANON-2f20b8,2026-02-28 03:23:35,Checkout,63.52,48.43,0.87
ANON-db7e68,2026-02-28 03:23:52,Entrance,18.07,34.73,0.71
ANON-d8b397,2026-02-28 03:31:21,Entrance,16.65,32.25,0.84
ANON-f40c97,2026-02-28 03:39:49,Checkout,126.94,66.62,0.97
ANON-553981,2026-02-28 03:44:41,Entrance,42.73,49.09,0.69
ANON-6f641c,2026-02-28 03:45:06,Checkout,160.78,68.45,0.96
ANON-e3d96f,2026-02-28 03:46:21,Checkout,128.68,64.64,0.86
ANON-6b72a2,2026-02-28 03:51:28,High-Conv,427.89,91.33,0.86
ANON-757a69,2026-02-28 03:56:21,High-Conv,416.82,98.89,0.99
ANON-9910db,2026-02-28 03:57:55,Entrance,21.6,53.75,0.73
ANON-92ca46,2026-02-28 03:58:35,High-Conv,190.23,78.31,0.97
ANON-0eff77,2026-02-28 03:59:05,Checkout,145.21,63.02,0.89
ANON-8cfd2a,2026-02-28 04:00:16,High-Conv,240.43,84.37,0.92
ANON-3b1d69,2026-02-28 04:03:44,High-Conv,420.38,95.72,0.97
ANON-bae008,2026-02-28 04:06:21,Entrance,34.6,40.79,0.73
ANON-0585bf,2026-02-28 04:07:10,High-Conv,212.31,74.58,0.89
ANON-ea1fe8,2026-02-28 04:11:27,High-Conv,153.97,73.36,0.95
ANON-3bfb53,2026-02-28 04:11:56,High-Conv,665.46,100.0,0.88
ANON-103c1b,2026-02-28 04:14:46,Checkout,125.89,65.08,0.87
ANON-e45775,2026-02-28 04:19:05,Entrance,31.99,40.69,0.87
ANON-a3b548,2026-02-28 04:21:47,Checkout,76.72,56.08,0.98
ANON-4b75e9,2026-02-28 04:22:27,Entrance,34.56,49.33,0.67
ANON-07bc17,2026-02-28 04:24:24,High-Conv,249.04,72.0,0.87
ANON-caee5e,2026-02-28 04:25:37,Entrance,28.41,38.76,0.81
ANON-7478c6,2026-02-28 04:28:24,Checkout,131.9,65.46,0.95
ANON-41cc22,2026-02-28 04:28:45,High-Conv,338.19,90.58,0.86
ANON-5f922f,2026-02-28 04:32:37,Entrance,39.04,52.42,0.65
ANON-d03055,2026-02-28 04:33:10,High-Conv,267.13,79.95,0.86
ANON-b26aad,2026-02-28 04:33:38,Checkout,102.47,65.29,0.95
ANON-e68ce0,2026-02-28 04:34:42,High-Conv,5.0,22.08,0.88
ANON-157c2d,2026-02-28 04:34:51,Checkout,110.1,60.82,0.91
ANON-cc6926,2026-02-28 04:35:16,High-Conv,121.17,69.82,0.93
ANON-e27e0c,2026-02-28 04:37:33,High-Conv,517.85,88.9,0.88
ANON-737f8c,2026-02-28 04:38:48,Entrance,26.29,35.82,0.79
ANON-c433c2,2026-02-28 04:40:45,Checkout,161.08,67.4,0.88
ANON-5ed4cc,2026-02-28 04:41:28,High-Conv,514.6,100.0,0.87
ANON-b37d8d,2026-02-28 04:41:57,High-Conv,311.61,86.67,0.9
ANON-ded4da,2026-02-28 04:43:27,Checkout,162.95,71.83,0.93
ANON-1e51a8,2026-02-28 04:45:38,Entrance,36.06,42.77,0.81
ANON-e2e428,2026-02-28 04:46:14,High-Conv,357.92,78.61,0.89
ANON-62f386,2026-02-28 04:47:36,Entrance,28.88,39.53,0.7
ANON-27bc8c,2026-02-28 04:51:06,High-Conv,383.72,90.5,0.87
ANON-ad61a1,2026-02-28 04:54:15,Checkout,117.88,74.23,0.93
ANON-afa2a0,2026-02-28 04:55:49,Checkout,55.12,54.0,0.91
ANON-429e91,2026-02-28 04:57:14,Checkout,153.32,79.69,0.93
ANON-925d59,2026-02-28 04:57:51,Checkout,114.42,62.78,0.97
ANON-453361,2026-02-28 04:58:06,Checkout,54.53,54.81,0.96
ANON-483af3,2026-02-28 05:00:03,High-Conv,279.28,83.39,0.88
ANON-5abd48,2026-02-28 05:00:53,Entrance,47.41,45.91,0.73
ANON-2218a1,2026-02-28 05:02:07,Checkout,167.26,75.74,0.95
ANON-4c9ead,2026-02-28 05:04:26,High-Conv,381.28,78.9,0.94
ANON-777827,2026-02-28 05:05:59,High-Conv,351.3,86.37,0.94
ANON-c3abd0,2026-02-28 05:06:46,Entrance,19.25,35.82,0.68
ANON-cc9b47,2026-02-28 05:09:02,Checkout,205.96,76.21,0.97
ANON-664c83,2026-02-28 05:09:04,High-Conv,352.56,89.52,0.95
ANON-1497bc,2026-02-28 05:09:33,Checkout,86.03,58.65,0.85
ANON-2b58b9,2026-02-28 05:10:06,Checkout,105.72,64.98,0.88
ANON-a9fa91,2026-02-28 05:14:04,High-Conv,439.98,82.36,0.98
ANON-6b8bc8,2026-02-28 05:14:43,Checkout,114.19,62.65,0.96
ANON-fbe8dc,2026-02-28 05:14:51,Checkout,148.58,66.16,0.9
ANON-859297,2026-02-28 05:15:08,Checkout,52.01,54.01,0.85
ANON-6cef1f,2026-02-28 05:16:46,Entrance,16.58,31.57,0.85
ANON-215331,2026-02-28 05:17:16,High-Conv,316.09,76.57,0.92
ANON-15caff,2026-02-28 05:17:36,High-Conv,387.53,91.7,0.94
ANON-4b5925,2026-02-28 05:18:58,Entrance,36.49,47.05,0.66
ANON-508c28,2026-02-28 05:19:02,Checkout,193.26,70.4,0.89
ANON-f82f5d,2026-02-28 05:19:57,High-Conv,236.89,70.52,0.85
ANON-185d16,2026-02-28 05:19:58,Checkout,143.96,67.05,0.88
ANON-c8c14f,2026-02-28 05:20:20,Checkout,104.0,60.19,0.98
ANON-f8741a,2026-02-28 05:22:32,High-Conv,321.92,85.81,0.93
ANON-f04850,2026-02-28 05:24:21,High-Conv,507.35,94.62,0.89
ANON-d1275a,2026-02-28 05:25:41,High-Conv,317.01,90.71,0.98
ANON-52311d,2026-02-28 05:26:28,Checkout,127.3,67.75,0.92
ANON-3f63d4,2026-02-28 05:26:47,Entrance,25.84,51.62,0.73
ANON-6f777b,2026-02-28 05:34:48,Checkout,173.87,82.42,0.91
ANON-ca25bc,2026-02-28 05:35:38,Entrance,34.75,43.29,0.8
ANON-387416,2026-02-28 05:37:35,High-Conv,194.48,78.09,0.9
ANON-fc6c89,2026-02-28 05:37:50,Checkout,91.56,56.81,0.96
ANON-986931,2026-02-28 05:48:16,Checkout,86.24,44.97,0.87
ANON-6f1799,2026-02-28 05:49:05,Checkout,92.58,56.94,0.94
ANON-30043f,2026-02-28 05:50:51,Checkout,150.55,69.59,0.99
ANON-2d7633,2026-02-28 05:51:41,High-Conv,354.87,82.63,0.85
ANON-e9db31,2026-02-28 05:54:02,High-Conv,236.06,67.81,0.94
ANON-4bc89e,2026-02-28 05:54:53,Entrance,10132.71,26.880461651170368,0.77
ANON-b5a9d3,2026-02-28 05:57:19,Entrance,14.88,30.18,0.73
ANON-26b74c,2026-02-28 06:05:32,Checkout,125.3,63.79,0.93
ANON-39dc2c,2026-02-28 06:07:42,High-Conv,270.83,74.6,0.85
ANON-b7cbed,2026-02-28 06:09:30,High-Conv,246.34,77.05,0.97
ANON-cf176a,2026-02-28 06:09:47,Checkout,76.57,55.44,0.98
ANON-279f83,2026-02-28 06:10:31,Checkout,121.89,61.67,0.88
ANON-5fc3a6,2026-02-28 06:14:06,Checkout,175.26,69.41,0.92
ANON-32c31d,2026-02-28 06:17:07,Checkout,146.7,73.02,0.95
ANON-c85c8d,2026-02-28 06:18:56,Checkout,120.98,60.02,0.96
ANON-4b63f8,2026-02-28 06:21:46,Checkout,85.15,46.79,0.91
ANON-88d7d4,2026-02-28 06:31:11,High-Conv,624.66,100.0,0.94
ANON-8e2129,2026-02-28 06:31:48,Checkout,174.05,67.08,0.98
ANON-78ab2e,2026-02-28 06:33:12,Checkout,118.61,55.53,0.98
ANON-994af1,2026-02-28 06:37:55,Checkout,94.86,55.89,0.88
ANON-705079,2026-02-28 06:38:24,Checkout,153.42,71.0,0.89
ANON-ce8a6b,2026-02-28 06:50:21,Checkout,230.25,72.6,0.91
ANON-980e78,2026-02-28 06:52:12,Entrance,12.46,31.75,0.85
ANON-380ad9,2026-02-28 06:54:43,High-Conv,139.44,61.97,0.86
ANON-3e0aa3,2026-02-28 06:55:05,Entrance,26.81,38.03,0.8
ANON-3c0d28,2026-02-28 06:55:10,Checkout,88.65,63.2,0.94
ANON-4739e6,2026-02-28 07:00:03,High-Conv,571.78,100.0,0.94
ANON-e5d404,2026-02-28 07:01:16,Checkout,142.76,58.14,0.88
ANON-d3edfe,2026-02-28 07:06:52,Entrance,12.31,24.79,0.87
ANON-064865,2026-02-28 07:07:51,Checkout,74.66,51.51,0.9
ANON-9cf9e9,2026-02-28 07:11:57,Checkout,144.61,63.84,0.87
ANON-97732c,2026-02-28 07:12:05,High-Conv,399.64,88.15,0.98
ANON-2fa041,2026-02-28 07:12:48,Entrance,42.93,42.18,0.84
ANON-beba9e,2026-02-28 07:15:47,High-Conv,323.94,83.61,0.92
ANON-0fcbdb,2026-02-28 07:17:31,High-Conv,39.81,42.86,0.9
ANON-2d86cd,2026-02-28 07:21:36,High-Conv,428.68,88.56,0.86
ANON-2607e7,2026-02-28 07:26:17,High-Conv,193.08,81.04,0.89
ANON-f749ac,2026-02-28 07:30:29,High-Conv,106.8,67.36,0.98
ANON-82e43e,2026-02-28 07:32:11,High-Conv,622.7,100.0,0.94
ANON-b2bbd6,2026-02-28 07:34:04,High-Conv,128.56,53.25,0.98
ANON-811067,2026-02-28 07:35:44,Checkout,141.24,60.21,0.96
ANON-ea825c,2026-02-28 07:37:11,Checkout,163.53,62.94,0.92
ANON-32b1a9,2026-02-28 07:39:16,High-Conv,292.41,90.03,0.88
ANON-30c5d7,2026-02-28 07:39:33,Entrance,42.65,43.9,0.82
ANON-84581e,2026-02-28 07:46:55,Entrance,13.48,34.82,0.73
ANON-17560c,2026-02-28 07:47:29,Checkout,115.81,63.54,0.96
ANON-6cc602,2026-02-28 07:49:40,High-Conv,145.64,72.59,0.92
ANON-5a26c6,2026-02-28 07:53:40,High-Conv,448.83,95.33,0.95
ANON-c7e057,2026-02-28 07:55:21,Entrance,22.78,48.02,0.87
ANON-6ca453,2026-02-28 07:57:05,Entrance,39.7,47.61,0.69
ANON-cb91f4,2026-02-28 07:57:59,Entrance,28.12,36.65,0.82
ANON-dddbc8,2026-02-28 07:58:55,Entrance,39.22,39.58,0.71
ANON-97d82e,2026-02-28 08:02:02,Checkout,186.02,76.39,0.92
ANON-d72345,2026-02-28 08:02:56,Entrance,32.42,41.47,0.68
ANON-4f6db6,2026-02-28 08:04:53,Entrance,13.97,35.49,0.66
ANON-66da45,2026-02-28 08:09:40,High-Conv,150.99,73.34,0.95
ANON-92ff2a,2026-02-28 08:10:27,Entrance,24.72,41.22,0.73
